course title,course url,course description,Ratings,reviews,duration,Lectures,course level,instructors
画像処理の基礎：フィルタリング，パターン認識から撮像過程モデルまで,https://www.udemy.com/course/image_processing_python/,"Scikit-image, OpenCV, PIL, ScipyなどのPythonモジュールを駆使して画像処理を体験してみよう",Rating: 4.3 out of 5,427 reviews,27 total hours,335 lectures,Intermediate,Toru Tamaki
Python para Todos,https://www.udemy.com/course/python-para-todos/,Aprende Python desde cero con un enfoque en Data y Analytics en Google Colaboratory,Rating: 4.9 out of 5,425 reviews,7 total hours,134 lectures,Beginner,"Datapath ., Manuel Montoya"
Corso completo per Data Science e machine learning con R,https://www.udemy.com/course/corso-completo-di-data-science-con-r/,"Da principiante a esperto nelle tecniche di Data Science con R: machine learning, network neurali, text mining e...",Rating: 4.4 out of 5,422 reviews,20 total hours,177 lectures,Intermediate,Valentina Porcu
Tensorflow 2.0: Um Guia Completo sobre o novo TensorFlow,https://www.udemy.com/course/tensorflow-2-guia-completo/,Crie aplicações incríveis de Aprendizado Profundo (Deep Learning) e Inteligência Artificial com a biblioteca do Google,Rating: 4.2 out of 5,421 reviews,12.5 total hours,129 lectures,All Levels,"Jones Granatyr, Ligency I Team, Luka Anicin, IA Expert Academy"
Deep Learning ve Python: İleri Seviye Derin Öğrenme (5.1),https://www.udemy.com/course/deep-learning-ve-python-ileri-seviye-derin-ogrenme-52/,"Yapay Zeka: Pytorch, Keras ve Python ile ileri seviye Computer Vision ve Convolutional Neural Networks (CNNs) - 2020",Rating: 4.5 out of 5,419 reviews,10 total hours,87 lectures,All Levels,DATAI TEAM
Python 3 数据分析 Data Science零基础完全入门,https://www.udemy.com/course/python-for-data-science/,"Numpy/Pandas/Matplotlib/Seaborn, 數據處理，分析，可視化，通過Python入門數據科學,機器學習",Rating: 4.6 out of 5,414 reviews,6 total hours,45 lectures,All Levels,Peng Xiao
Deep Learning avec TensorFlow et Keras | MasterClass Python,https://www.udemy.com/course/cours-complet-de-deep-learning-avec-tensorflow-et-keras/,Apprenez à utiliser Python pour du Deep Learning (et Machine Learning) avec TensorFlow 2 de Google et l'API Keras !,Rating: 4.8 out of 5,413 reviews,23 total hours,120 lectures,All Levels,"Jose Portilla, Rod | Python - SQL - Data Science - Machine Learning - Deep Learning, MonCoachData | Data Science - Machine Learning - Deep Learning - Python / SQL"
Data Science: do Dado à Tomada de Decisão,https://www.udemy.com/course/data-science-para-desenvolvedor-do-dado-a-tomada-de-decisao/,Guia para iniciantes em Big Data. Aqui você compreenderá todo o processo de geração de insights a partir de dados.,Rating: 3.8 out of 5,408 reviews,3 total hours,24 lectures,Beginner,Hekima Big Data Analytics
"Data Science, Apache Spark & Python: Analysiere echte Daten!",https://www.udemy.com/course/apache-spark-mit-python/,"Erlebe Spark, indem du echte Daten analysierst - Geburtsstatistiken, Gletscherdaten, Taxibestellungen, ...",Rating: 4.4 out of 5,388 reviews,7.5 total hours,66 lectures,Intermediate,Jannis Seemann
Doğal Dil İşleme A-Z™: (NLP),https://www.udemy.com/course/dogal-dil-isleme/,"Yapay zeka, derin öğrenme kullanarak natural language processing kavramlarını anlayın ve Python, Keras ile NLP yazın.",Rating: 4.5 out of 5,382 reviews,12.5 total hours,76 lectures,All Levels,"Rahmi Tuna, Ibrahim Cebeci"
【TensorFlow・Python 3】GANによる画像生成AI自作入門,https://www.udemy.com/course/tensorflow-gan/,「お父さんAIスケッチ」で使われている、TensorFlowとPython3で画像生成（GAN：Generative Adversarial Network。敵対的生成ネットワーク）に挑戦。TensorFlowによる開発手順も確認できます。,Rating: 4.2 out of 5,379 reviews,3.5 total hours,54 lectures,All Levels,井上 博樹 (Hiroki Inoue)
"Detecção de Objetos com YOLO, Darknet, OpenCV e Python",https://www.udemy.com/course/deteccao-de-objetos-com-yolo-darknet-opencv-python/,Aprenda a detectar mais de 600 tipos de objetos em imagens e vídeos usando a moderna arquitetura de Deep Learning YOLO!,Rating: 4.7 out of 5,373 reviews,9.5 total hours,65 lectures,All Levels,"Jones Granatyr, Gabriel Alves, IA Expert Academy"
R : ¡Data Science y Análisis de Datos con Ejercicios Reales!,https://www.udemy.com/course/tutorial-r/,"Aprende a utilizar R y R Studio para tu trabajo. Análisis de Datos, Data Science, Análisis Estadístico, GGPlot2 y más",Rating: 4.5 out of 5,371 reviews,11 total hours,74 lectures,All Levels,"Diego Lopez, Ligency I Team"
le Machine Learning avec Python,https://www.udemy.com/course/python-pour-la-data-science-et-machine-learning/,Découvrir le Machine Learning sans se perdre dans les détails théoriques!,Rating: 4.2 out of 5,370 reviews,7 total hours,92 lectures,Beginner,Dr. Anouar DALLI
R. Curso completo de R para Data Science y Machine Learning,https://www.udemy.com/course/master-en-data-science-y-machine-learning-con-r-y-rstudio/,"Aprende a programar en R, el lenguaje para Data Science, Machine Learning y visualización de datos. Aprende R desde cero",Rating: 4.5 out of 5,370 reviews,7.5 total hours,89 lectures,All Levels,Redait Media
Governança de Dados,https://www.udemy.com/course/governanca-de-dados/,Aprenda: Data Governance. Data Catalog. Data Quality. LGPD. MDM. Metadados. Data Profiling. Privacidade de Dados.,Rating: 4.4 out of 5,362 reviews,4 total hours,46 lectures,Beginner,Tech For You
Raspberry Pi とTensorFlow ではじめるAI・IoTアプリ開発入門,https://www.udemy.com/course/raspi-tensorflow/,2018年8月、Google BrainチームはTensorFlow 1.10をリリースし、Raspberry Pi（Raspbian）に正式対応しました。ラズベリーパイでディープラーニング・IoTにチャレンジしましょう！,Rating: 3.7 out of 5,356 reviews,1.5 total hours,25 lectures,All Levels,井上 博樹 (Hiroki Inoue)
【 TensorFlow・Python3 で学ぶ】深層強化学習入門,https://www.udemy.com/course/tensorflow_reinforce/,Qラーニングや方策勾配など強化学習の基礎理論を学び、Pythonでプログラムを書いてエージェントを作成し、理解を深めましょう。,Rating: 3.6 out of 5,349 reviews,3.5 total hours,40 lectures,Beginner,井上 博樹 (Hiroki Inoue)
【ビジネスパーソン必見】機械学習の基礎・単回帰分析を中学数学で論理的に学び、重回帰分析をPythonで実行,https://www.udemy.com/course/python-business/,AI(人工知能)、機械学習、ディープラーニング(深層学習)の違いを理解し、まずは最も易しい機械学習のロジックを中学レベルの数学で理解。基本を習得した後、高度なデータをPythonで処理する方法を学ぶ。ストレスフリーで機械学習をマスターする。,Rating: 4.1 out of 5,342 reviews,3.5 total hours,45 lectures,Beginner,サーチマン 佐藤
"R komplett: Data Science, Machine Learning & Neuronale Netze",https://www.udemy.com/course/r-komplett/,"R vom Anfänger zum Profi: Vektoren, Data Frames, CSV-Dateien verarbeiten, Web-Crawling, Neuronale Netze,...",Rating: 4.6 out of 5,342 reviews,23 total hours,200 lectures,Beginner,Jannis Seemann
Inteligência Artificial: Buscas em Textos com Python,https://www.udemy.com/course/inteligencia-artificial-buscas-em-textos-com-python/,"Construa seu próprio crawler, indexador e sistema de busca em textos! Aprenda o algoritmo PageRank do Google!",Rating: 4.9 out of 5,341 reviews,9 total hours,56 lectures,Beginner,"Jones Granatyr, IA Expert Academy"
Statistik für Data Science und Business Analytics,https://www.udemy.com/course/wahrscheinlichkeit-und-statistik/,"Lerne, wie Du Statistik und Wahrscheinlichkeiten auf praxisnahe Data Science und Business Fälle anwenden kannst.",Rating: 4.5 out of 5,336 reviews,6 total hours,67 lectures,All Levels,"Prof. Dr. René Brunner, Datamics GmbH"
"TensorFlow, Deep Learning e Python: Construa um Chatbot",https://www.udemy.com/course/chatbot-tensorflow-deep-learning-python/,Aprenda como implementar modelos de Processamento de Linguagem Natural usando técnicas modernas de Deep Leaning!,Rating: 4.6 out of 5,335 reviews,11 total hours,86 lectures,Intermediate,"Jones Granatyr, Ligency I Team, IA Expert Academy"
Máster en IoT - Conéctate al Futuro [2022],https://www.udemy.com/course/master-en-internet-of-things-conectate-al-futuro/,Explota tu imaginación gracias al ecosistema del Internet de las Cosas (IoT) y su universo de posibilidades,Rating: 4.3 out of 5,335 reviews,4.5 total hours,41 lectures,All Levels,Ivan Pinar Domínguez
Masterclass Python | Algorithmes et traitement de données,https://www.udemy.com/course/formation-python-algorithmes/,"Maitrisez les algorithmes du plus simple au plus complexe, passez vos entretiens d'embauche, réalisez des projets réels",Rating: 4.8 out of 5,332 reviews,21 total hours,143 lectures,All Levels,Jonathan Roux | Python - C# - iOS - Android
Data Science - Język R dla początkujących,https://www.udemy.com/course/data-science-jezyk-r-dla-poczatkujacych/,w sam raz na początek kariery w data science,Rating: 4.6 out of 5,327 reviews,10 total hours,140 lectures,Beginner,"Rafał Mobilo, Rafal Kontarek"
Ciência de dados com R,https://www.udemy.com/course/cienciadedadosr/,Um curso para dominar definitivamente dados no R,Rating: 4.9 out of 5,326 reviews,6.5 total hours,44 lectures,Beginner,Igor de Almeida
O Guia Completo de Carreira em Data Science e AI,https://www.udemy.com/course/guia-de-carreira-em-data-science/,Data Science e Artificial Intelligence: saiba como se preparar para as profissões mais promissora do século!,Rating: 4.6 out of 5,326 reviews,1.5 total hours,21 lectures,All Levels,Fernando Amaral
Criação de Dashboards com Google Data Studio,https://www.udemy.com/course/criacao-de-dashboards-com-google-data-studio/,Aprenda a criar suas visualizações de dados com Google Data Studio e Google BigQuery,Rating: 4.5 out of 5,324 reviews,13 total hours,66 lectures,All Levels,Caio Avelino
Manual Prático do Deep Learning - Redes Neurais Profundas,https://www.udemy.com/course/redes-neurais/,Redes Neurais por debaixo dos panos,Rating: 4.7 out of 5,324 reviews,13.5 total hours,188 lectures,All Levels,Arnaldo Gualberto
(Ken Cen出品)從零開始學Machine Learning第一部 - 線型回歸，分類與聚類,https://www.udemy.com/course/machine-learning-linear-regression/,Python教學 ，演算法，數學，實踐操作結合,Rating: 4.8 out of 5,321 reviews,44 total hours,273 lectures,All Levels,Ken Cen
30+ Saatlik Uçtan Uca İş Zekası Mühendisliği Kursu,https://www.udemy.com/course/25-saatlik-uctan-uca-is-zekas-muhendisligi-kursu/,"Bu kursta T-SQL, Power BI, SSAS, SSIS, DAX, Excel ve Excel VBA, Makine Öğrenmesi ve Zaman Serileri öğretilecektir.",Rating: 4.4 out of 5,317 reviews,30.5 total hours,307 lectures,Beginner,Tarik Subaşı
Veri Bilimi için Python ( Python for Data Science ),https://www.udemy.com/course/veri-bilimi-icin-python/,"Veri Bilimi,Makine Öğrenmesi ve Derin Öğrenmede :NumPy,Pandas ve Matplotlib Kütüphaneleri",Rating: 4.1 out of 5,312 reviews,3 total hours,33 lectures,Intermediate,Engin Bozaba
Apprendre la data science par la pratique avec Python !,https://www.udemy.com/course/apprendre-la-data-science-par-la-pratique-avec-python/,"Data Science, Python, Machine learning, data viz, data mining, SQL, API, Web scraping, big data, Jupyter",Rating: 4.4 out of 5,307 reviews,13.5 total hours,108 lectures,All Levels,Sébastien Daviot
Inteligencia Artificial aplicada a Negocios y Empresas,https://www.udemy.com/course/inteligencia-artificial-aplicada-a-negocios-y-empresas/,Resuelve problemas empresariales del mundo real gracias a los algoritmos de inteligencia artificial,Rating: 4.4 out of 5,306 reviews,20.5 total hours,115 lectures,All Levels,Ligency I Team
AIってなんだ。 イメージで理解しておきたい人のための超入門講座,https://www.udemy.com/course/ai-intro/,1日で完結。機械学習とディープラーニングの基本的な仕組みとその限界を知る。,Rating: 4.1 out of 5,303 reviews,1 total hour,12 lectures,Beginner,RYO IT
【AIのビジネス活用をお考えの方向け】人工知能を利用したビジネス活用・人材・スキルを学ぶ講座,https://www.udemy.com/course/ai-business-skill/,経営企画や経営者としてAIビジネスを社内で推進したいと考えている全ての方に、そのためのノウハウと人材育成方法についてお教えします。,Rating: 4.1 out of 5,302 reviews,2 total hours,11 lectures,Beginner,Edutech Partners . inc
成為初級資料分析師 | SQL 資料分析入門 | Introduction to SQL,https://www.udemy.com/course/sql4da-essentials/,以成為初級資料分析師（Junior Data Analyst）為最終目標的 SQL 資料分析入門課程,Rating: 4.5 out of 5,299 reviews,6 total hours,67 lectures,Beginner,Yao-Jen Kuo
Introducción a Data Scientist programando en R,https://www.udemy.com/course/introduccion-a-data-scientist-programando-en-r/,Analiza Redes Sociales desde cero para convertirte en un Héroe del Dato,Rating: 4.3 out of 5,299 reviews,6.5 total hours,53 lectures,Beginner,David Manero
Ciência de Dados para Empresas e Negócios,https://www.udemy.com/course/ciencia-de-dados-para-empresas-e-negocios/,"Data Science aplicado em 6 problemas reais de negócios! Marketing, vendas, RH, relações públicas, medicina e produção",Rating: 4.7 out of 5,297 reviews,14.5 total hours,77 lectures,Intermediate,"Jones Granatyr, Dr. Ryan Ahmed, Ph.D., MBA, Ligency I Team, Mitchell Bouchard, IA Expert Academy"
Искусственный интеллект и Машинное обучение + Основы Python,https://www.udemy.com/course/ai-machinelearning-ru/,"Научитесь понимать технологии ИИ, Машинное обучение и Нейронные Сети, а также основы Программирования на Python",Rating: 4.3 out of 5,296 reviews,3.5 total hours,30 lectures,All Levels,Timur Kazantsev
【YOLO v3で実践】ディープラーニングによる物体検出入門,https://www.udemy.com/course/yolov3_objectdetection/,高速な物体検出システムであるYOLO v3をベースに物体検出を学んでいきます。,Rating: 4.2 out of 5,296 reviews,1.5 total hours,17 lectures,All Levels,井上 博樹 (Hiroki Inoue)
Artificial Intelligence und Reinforcement Learning in Python,https://www.udemy.com/course/artificial-intelligence-und-reinforcement-learning-in-python/,Entwerfe eine eigene Künstliche Intelligenz (AI) die kleine Computerspiele meistern. Mit TensorFlow 2 und Keras [2022].,Rating: 4.4 out of 5,293 reviews,9.5 total hours,95 lectures,All Levels,Jan Schaffranek
Probabilité et Statistiques pour la Data Science et Business,https://www.udemy.com/course/probabilite-et-statistiques-pour-la-data-science-et-le-business/,Apprenez à utiliser des méthodes statistiques et de probabilité sur des applications réelles de Data Science et Business,Rating: 4.6 out of 5,292 reviews,6 total hours,53 lectures,All Levels,"Jose Portilla, Rod | Python - SQL - Data Science - Machine Learning - Deep Learning, MonCoachData | Data Science - Machine Learning - Deep Learning - Python / SQL"
Gestão de Projetos de Data Science e Big Data,https://www.udemy.com/course/gestao-de-projetos-de-data-science-e-big-data/,Minimize riscos em projetos de Big Data e Data Science e amplie a eficiência na entrega de  produtos e serviços,Rating: 4.3 out of 5,290 reviews,2 total hours,29 lectures,All Levels,Fernando Amaral
Veri Bilimi için İstatistik: Python ile İstatistik,https://www.udemy.com/course/veri-bilimi-icin-istatistik-python-ile-istatistik/,"Sıfırdan adım adım İstatistik. Dağılımlar, Hipotez Testleri, AB Testleri.",Rating: 4.7 out of 5,286 reviews,11.5 total hours,129 lectures,Beginner,Mustafa Vahit Keskin
La Inteligencia Artificial - Simplificado,https://www.udemy.com/course/la-inteligencia-artificial-retos-y-oportunidades/,"Todo lo que necesitas saber acerca de la Inteligencia Artificial, Simplificado.",Rating: 3.8 out of 5,286 reviews,2 total hours,48 lectures,Beginner,Fernando Pérez
Python A-Z: Python para Data Science con Ejercicios Reales!,https://www.udemy.com/course/tutorial-python/,"Programación en Python para Data Science y Análisis de Datos. Aprende Análisis Estadístico, Data Mining, Visualizaciones",Rating: 4.6 out of 5,287 reviews,10 total hours,67 lectures,All Levels,"Diego Lopez, Ligency I Team"
Python A-Z ™: Python per Data Science con esercizi reali,https://www.udemy.com/course/video-corso-python-datascience-visualization-dataframe-numpy-matplot/,"Programmazione in Python per Data Analytics e Data Science. Scopri analisi statistiche, data mining e Visualizzazioni",Rating: 4.2 out of 5,282 reviews,10 total hours,72 lectures,All Levels,"Hidran Arias, Ligency I Team"
Bootcamp Cientista de Dados: 10 aplicações Web Completas,https://www.udemy.com/course/bootcamp-cientista-de-dados/,"Crie 10 Aplicações Web de Data Science e Inteligência Artificial com Shiny, sem precisar saber programação Web",Rating: 4.8 out of 5,281 reviews,10 total hours,104 lectures,All Levels,Fernando Amaral
"Aprendizagem por Reforço com Deep Learning, PyTorch e Python",https://www.udemy.com/course/aprendizagem-reforco-deep-learning-pytorch-python/,Construa a um carro autônomo virtual com Inteligência Artificial e Deep Q-Learning,Rating: 4.8 out of 5,278 reviews,6 total hours,53 lectures,Intermediate,"Jones Granatyr, Ligency I Team, IA Expert Academy"
Estatística com Linguagem R,https://www.udemy.com/course/estatistica-com-linguagem-r/,"Estatística para Ciência de Dados, Machine Learning, Engenharia, Economia, Bioestatística, Finanças, Administração...",Rating: 4.8 out of 5,276 reviews,18.5 total hours,71 lectures,All Levels,Luciano Galdino
ゼロから始める人工知能 / 機械学習 初心者向け,https://www.udemy.com/course/machine-learning-beginner/,ゼロから始めていって、現代の人工知能技術の根幹であるニューラルネットワークやディープラーニングについて説明できるレベルまで理解を深めます　Pythonやデータ分析など、前提となる知識も組み込みました Kaggleを通した実践もやります,Rating: 4.0 out of 5,274 reviews,5.5 total hours,55 lectures,Beginner,tonimaru x
Statistik & Mathematik für Data Science & Data Analytics,https://www.udemy.com/course/statistik-data-science/,Lerne Statistik & Wahrscheinlichkeit für Data Science und Business Analytics,Rating: 4.5 out of 5,273 reviews,12.5 total hours,94 lectures,Beginner,Nikolai Schuler
Procesamiento del Lenguaje Natural con Python (NLP) [2022],https://www.udemy.com/course/procesamiento-del-lenguaje-natural-con-python-nlp/,"Aprende NLP y sus aplicaciones: análisis de sentimientos, clasificación de textos, creación de chatbots y mucho más",Rating: 4.2 out of 5,271 reviews,2.5 total hours,33 lectures,All Levels,Ivan Pinar Domínguez
Corso Python e introduzione a Data Science,https://www.udemy.com/course/corso-python-e-data-science/,"Il corso è volto a costruire le basi di Python, e introdurrà passo passo alle librerie per il Data Science quali Numpy e Pandas",Rating: 4.2 out of 5,265 reviews,10 total hours,70 lectures,Beginner,Innova Academy
"Uczenie maszynowe w Pythonie. Podstawy, perceptron, regresja",https://www.udemy.com/course/machine-learning-w-pythonie-101/,Machine Learning już się dzieje i będzie się dziać dalej. Warto je poznać!,Rating: 5.0 out of 5,260 reviews,7.5 total hours,68 lectures,Intermediate,Rafał Mobilo
Inteligência Artificial: Algoritmos Inteligentes de Busca,https://www.udemy.com/course/inteligencia-artificial-algoritmos-inteligentes-de-busca/,Construa um sistema de busca inteligente de cidades parecido com o que é usado pelo Google Maps para encontrar rotas!,Rating: 4.8 out of 5,258 reviews,6 total hours,51 lectures,All Levels,"Jones Granatyr, IA Expert Academy"
Alteryx Designer ハンズオントレーニング（基礎編）,https://www.udemy.com/course/alteryx-designer-core-jp/,ハンズオン形式でAlteryx Designerの基本的な使い方を学んでいただくコースです。,Rating: 4.2 out of 5,255 reviews,1 total hour,9 lectures,Beginner,"Classmethod, Inc. Training, Yuji Kanemoto"
Redes Neurais Artificiais em R,https://www.udemy.com/course/redes-neurais-artificiais-em-r/,Aprenda na teoria e na prática os fundamentos das redes neurais em R e entre para o mundo do Deep Learning!,Rating: 4.4 out of 5,252 reviews,7.5 total hours,52 lectures,Beginner,"Jones Granatyr, Edson Pacholok, IA Expert Academy"
Inteligência Artificial: Algoritmos Genéticos,https://www.udemy.com/course/algoritmos-geneticos/,Introdução à AGs: Maximização de Função 2D,Rating: 4.8 out of 5,251 reviews,5.5 total hours,29 lectures,All Levels,"Camilo Barreto, Academic Group"
【3日で学べる】PythonでWebスクレイピング・クローリングを極めよう！（Scrapy、Selenium編）,https://www.udemy.com/course/python-web-scraping-with-scrapy/,Python3のスクレイピング専用フレームワークScrapyを用いて、より高度で効率的なスクレイピング・クローリング方法を短期間で習得します。旧式のBeautifulSoupから卒業し、より高度なスクレイピング・クローリングを実現しよう！！,Rating: 4.5 out of 5,248 reviews,12.5 total hours,117 lectures,All Levels,清水 義孝
دبلومة بايثون لتحليل البيانات | Python Data Analysis Diploma,https://www.udemy.com/course/python-data-analysis-diploma/,"الخطوة الأولى في رحلتك لاحتراف ""علم البيانات""، أفضل بداية لأي حد عاوز يتعلم ويحترف مجال ""تحليل البيانات"" باستخدام بايثون",Rating: 4.8 out of 5,237 reviews,41 total hours,206 lectures,All Levels,Eng. Mustafa Othman
Python para Ciencia de Datos y Machine Learning,https://www.udemy.com/course/python-para-ciencia-de-datos/,Análisis de datos hecho de una forma sencilla usando uno de los lenguajes de programación más populares:  Python!,Rating: 3.9 out of 5,234 reviews,3.5 total hours,31 lectures,Intermediate,"Instituto Colombiano De Robótica Avanzada, Daniel Saldarriaga"
みんなの強化学習講座 -PythonとGoogle Colaboratoryで基礎から少しずつ学ぶ強化学習の原理と実装-,https://www.udemy.com/course/reinforcement-learning/,その高い性能により世界中で注目を集めている人工知能（AI）、強化学習および深層強化学習について学ぶコースです。強化学習の概要、原理、コードによる実装をシームレスに学びましょう。最終的に、深層強化学習を使った月面着陸船の制御まで行います。,Rating: 4.2 out of 5,229 reviews,4.5 total hours,36 lectures,Beginner,我妻 幸長 Yukinaga Azuma
Cientista de Dados Python para Iniciantes 2022 + 2 PROJETOS,https://www.udemy.com/course/python-data-science-para-iniciantes/,"Impulsione sua carreira com a melhor e mais popular linguagem de ciência de dados, Python. Top Instructor Aulas Full HD",Rating: 4.8 out of 5,227 reviews,4.5 total hours,44 lectures,Beginner,Andre Iacono | 145.000+ Alunos
Processamento de Linguagem Natural com spaCy e Python,https://www.udemy.com/course/spacy-python-processamento-linguagem-natural/,Aprenda os conceitos de processamento de linguagem natural! Construa um classificador de sentimento com dados do Twitter,Rating: 4.7 out of 5,221 reviews,3 total hours,33 lectures,Beginner,"Jones Granatyr, IA Expert Academy"
【AutoML】自動化された機械学習を学ぼう！ 【PyCaret / Google Colab / Kaggle】,https://www.udemy.com/course/automl-ai/,AutoML（自動機械学習）は、短いコードで効率的な機械学習の実装を可能にします。ライブラリPyCaretを使用し、データの前処理や機械学習モデルの比較、ハイパーパラメータの最適化などを自動化します。最後はKaggleの課題に取り組みます。,Rating: 4.2 out of 5,218 reviews,4.5 total hours,32 lectures,Beginner,我妻 幸長 Yukinaga Azuma
Masterclass en Inteligencia Artificial: con Proyectos Reales,https://www.udemy.com/course/masterclass-en-inteligencia-artificial-crea-6-proyectos/,"Desata el poder de la IA para resolver problemas prácticos, del mundo real en Finanzas, Tecnología, Arte y Salud",Rating: 4.6 out of 5,218 reviews,24 total hours,88 lectures,All Levels,"Dr. Ryan Ahmed, Ph.D., MBA, Ligency I Team, Mitchell Bouchard"
Robotic Process Automation (RPA): Crie Robôs com Python,https://www.udemy.com/course/curso-robotic-process-automation-rpa-crie-robos-bots-com-python/,Desenvolva Robôs (Bots) em Python para automatizar tarefas em qualquer área do mercado. #RPA #Python #RobôsComPython,Rating: 4.8 out of 5,217 reviews,4.5 total hours,35 lectures,Beginner,Charles Lima
Aprende Machine Learning Desde Cero con Python,https://www.udemy.com/course/aprende-machine-learning-desde-cero-con-python/,"Redes Neuronales , Aprendizaje Reforzado, Deep Learning con TensorFlow ,Keras y Scikit Learn y Técnicas de Aprendizaje",Rating: 3.8 out of 5,216 reviews,9 total hours,73 lectures,All Levels,"Kevin Meneses González, Giovanni Bonaventura"
Yeni Başlayanlar İçin Veri Bilimine Giriş,https://www.udemy.com/course/yeni-baslayanlar-icin-veri-bilimine-giris/,Veri bilimi dünyasına yeni nesil uzaktan öğrenme teknikleriyle basit ve etkili bir başlangıç,Rating: 4.1 out of 5,215 reviews,5.5 total hours,47 lectures,Beginner,Data Forest TR
Python RPA e Excel como automatizar Processos e Planilhas,https://www.udemy.com/course/python-rpa-e-excel-aprenda-automatizar-processos-e-planilhas/,"Aprenda a usar o Python para criar robôs que manipulam o computador, acessam sites e criam relatórios no Excel",Rating: 4.8 out of 5,214 reviews,20.5 total hours,99 lectures,Intermediate,Clevison Santos
【YOLOとSSDを使った】実践物体検出,https://www.udemy.com/course/yolossd-a/,ディープラーニングや機械学習の入門講座を終えた中級者がYOLOとSSDを使って物体検出を学び、ビジネスに使う実践力を身につけます,Rating: 4.0 out of 5,207 reviews,6.5 total hours,45 lectures,Intermediate,"孝充 大政, 宮本 圭一郎, Taka Ishi"
Estatística Descritiva com Python,https://www.udemy.com/course/estatistica-descritiva-com-python/,Teorias e práticas direcionadas a análise e ciência dos dados (Data Science).,Rating: 4.8 out of 5,207 reviews,5.5 total hours,64 lectures,Beginner,"Rafael F. V. C. Santos, Ph.D."
コンピュータビジョン数学基礎：数式とPythonで学ぶ最適化と最小二乗問題,https://www.udemy.com/course/cvmathbasic/,専門的な数式に取り組むための数学の背景知識をマスターしよう,Rating: 4.2 out of 5,206 reviews,15 total hours,220 lectures,Expert,Toru Tamaki
Natural Language Processing con Python: il Corso Completo,https://www.udemy.com/course/natural-language-processing-pratico/,"Impara il Natural Language Processing (NLP) e  sviluppa i tuoi Chatbot utilizzando il Machine Learning, NLTK e Spacy",Rating: 4.3 out of 5,205 reviews,14 total hours,135 lectures,All Levels,"Giuseppe Gullo, Profession AI"
Guida completa al Deep Learning e alle reti neurali,https://www.udemy.com/course/guida-completa-al-deep-learning-e-alle-reti-neurali/,Il corso completo per imparare le reti neurali e il deep learning con  i linguaggi di programmazione R e Python,Rating: 3.9 out of 5,201 reviews,10.5 total hours,73 lectures,Intermediate,Valentina Porcu
Natural Language Processing für Data Science mit Python,https://www.udemy.com/course/natural-language-processing-mit-python/,"Lerne Machine Learning, SpaCy, NLTK, SciKit-Learn, Deep Learning, und mehr für Natural Language Processing",Rating: 3.7 out of 5,200 reviews,14 total hours,91 lectures,Beginner,"Prof. Dr. René Brunner, Datamics GmbH"
R NA PRÁTICA: Data Wrangling com R para Ciência de Dados,https://www.udemy.com/course/r-na-pratica-ciencia-de-dados/,Introdução aos fundamentos de R + Data Wrangling com R para ciência de dados na prática,Rating: 4.6 out of 5,197 reviews,15 total hours,70 lectures,All Levels,JOSÉ LOPES
Visão computacional com Python e OpenCV,https://www.udemy.com/course/visao-computacional-com-python-e-opencv/,Desenvolva programas para manipulação de imagem usando Python e OpenCV.,Rating: 4.4 out of 5,196 reviews,9.5 total hours,69 lectures,Beginner,Felipe Meganha
Pentaho Data Integration - PDI,https://www.udemy.com/course/pentaho-data-integration-pdi/,Aprenda a utilizar o PDI para facilitar integração de dados e criação de informações,Rating: 4.7 out of 5,198 reviews,6 total hours,53 lectures,Beginner,Rafael Freitas Lima
Chatbots com Python e Dialogflow: O Guia para Iniciantes,https://www.udemy.com/course/chatbots-python-dialogflow-iniciantes/,"Construa chatbots fácil e rapidamente para pedir pizzas, conversar sobre assuntos gerais e pesquisar texto em documentos",Rating: 4.7 out of 5,196 reviews,3.5 total hours,27 lectures,Beginner,"Jones Granatyr, IA Expert Academy"
Data Science con Python - Numpy & Pandas [2022],https://www.udemy.com/course/data-science-con-python-numpy-pandas/,Aprende Python desde cero y domina Data Science con Pandas. Conviértete en científico de datos con Python.,Rating: 4.5 out of 5,194 reviews,5 total hours,59 lectures,All Levels,Ivan Pinar Domínguez
Data Science Bootcamp w języku Python - od A do Z - 2022,https://www.udemy.com/course/data-science-bootcamp-python/,Wejdź w świat data science i otwórz sobie drogę do zawodu przyszłości - data scientist!,Rating: 4.7 out of 5,192 reviews,12.5 total hours,89 lectures,Beginner,Paweł Krakowiak
Visualização de dados para Data Science com R: Criando Mapas,https://www.udemy.com/course/mapasnor/,Aprenda a analisar dados georreferenciados. Vendo os dados de uma outra perspectiva,Rating: 4.7 out of 5,190 reviews,3.5 total hours,25 lectures,All Levels,Isaías Lira
Máster Dashboards Interactivos con Python – Dash & Plotly,https://www.udemy.com/course/master-dashboards-interactivos-con-python-dash-plotly/,Domina la creación profesional de dashboards interactivos con las potentes librerías de Python Plotly y Dash.,Rating: 4.6 out of 5,189 reviews,5 total hours,60 lectures,All Levels,Ivan Pinar Domínguez
تحليل البيانات بأستخدام بايثون,https://www.udemy.com/course/data-analysis/,تحليل البيانات من الصفر الي الاحتراف,Rating: 4.6 out of 5,188 reviews,9 total hours,41 lectures,All Levels,Ahmed Elesawy
